name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Alluric,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/WjDEZfX-51cmym2-KM5VB/original/1660876127-OBT0000012.JPG,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alluric
Allus,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/allus
Allylestrenol,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/wRxqHRNdrf-qZAmYPT4Xa/original/027122100_1638251871-Penyebab_dan_Cara_Mengatasi_Apnea_of_Prematurity.jpg,https://www.klikdokter.com/obat/obat-gangguan-hormon-dan-kesuburan/allylestrenol
Almacon,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/almacon
Almayra Resik Wajah,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/almayra-resik-wajah
Almen,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/almen
Aloclair Plus,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Mulut & Tenggorokan,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/ZIGS5kIqtH1YGjz_fR2p0/original/o1mur86yajv9m6kjbbxhez8lnry7otkm.jpg,https://www.klikdokter.com/obat/obat-mulut-dan-tenggorokan/aloclair-plus
Alodan,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alodan
Alofar,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alofar
Alopros,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-saluran-kemih-dan-prostat/alopros
Alostil,,", Dosis &amp; Cara Penggunaan, Cara Penyimpanan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara penggunaan, cara penyimpanan, efek sampin",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/alostil
Alostop,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alostop
Alovell,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alovell
Aloxid,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/aloxid
Alpara,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/TUuufbwfxZYWraqWxEqSn/original/023120500_1638439548-Membedakan_Gejala_Flu_dan_Tanda_Awal_Kehamilan.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alpara
Alpentin,,Alpentin adalah sebagai terapi tambahan pada&nbsp;,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,alpentin adalah sebagai terapi tambahan pada&nbsp;,Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/l5aFZwilIyvW2a854Rc9O/original/OBT0005182.jpg,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/alpentin
Alpha Gamat,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/alpha-gamat
Alpha Lipid Colostem,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alpha-lipid-colostem
Alphamol,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/alphamol
Alprazolam,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kesehatan-mental/alprazolam
Alpukin,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/alpukin
Altadis,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kulit/altadis
Altofen,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/altofen
Altran,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/altran
Aludonna D,,", Dosis, dan Efek Samping"",""meta_description"":""Promag adalah yang digunakan untuk menetralisir kelebihan asam lambung. Promag mengandung hydrotalcite, magnesium hidroksida dan simethicone, "",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,lambung,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/aludonna-d
Alugen,,", Dosis, dan Efek Samping"",""meta_description"":""Roculax adalah obat pelengkap anestesi umum dengan kandungan rocuronium bromide untuk mengendurkan otot selama tindakan operasi. Ini manfaat, harga, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""http",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""roculax adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alugen
Alumy,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/alumy
Aluss,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/aluss
Alveofact,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Salbutamol adalah obat yang digunakan meringankan gangguan pernafasan seperti asma dan bronkitis kronis. Cari tau salbutamol manfaat, dosis, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/alveofact
Alvita,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/CwFCmL1989vikEtLjd0yP/original/1663734778-Bisakah%20Miom%20Keluar%20saat%20Haid.jpg,https://www.klikdokter.com/obat/obat-antinyeri/alvita
Alwadey Mabung,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/alwadey-mabung
Alxil,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/alxil
Alychins,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/alychins
Alyrenol,,", Dosis, dan Efek Samping"",""meta_description"":""Duphaston adalah Obat dengan kandungan dydrogesterone untuk mengatasi Infertilitas dan mengontrol Menstruasi. Ini manfaat, dosis, harga dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""duphaston ada",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-hormon-dan-kesuburan/alyrenol
Alzim,,", Dosis, dan Efek Samping"",""meta_description"":""Clorilex adalah obat dengan kandungan clozapine yang menjadi terapi Skizofrenia terutama pada pasien yang tidak responsif terhadap neuroleptik klasik."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""clorilex adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/alzim
Amadiab,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Metformin; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amaz",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-diabetes/amadiab
Amaropo Plus,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/amaropo-plus
