name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Ambroxol,,", Dosis, Efek Samping dan Rekomendasi"" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, efek samping dan rekomendasi"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/JljU7d8tlym1xOnuUZEAV/original/033289500_1646740746-Batuk-Disertai-Nyeri-Punggung-Bawah-Perlukah-Khawatir.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/ambroxol
Amcor,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-hipertensi/amcor
Amerol,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-diare/amerol
Amiclav,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/amiclav
Amidol,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Sanmol adalah obat yang mengandung paracetamol. Sanmol digunakan untuk mengobati demam dan meringankan sakit gigi serta meredakan sakit kepala."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publis",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,demam; sakit kepala,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/amidol
Amikacin,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/2QHmeRiA9H_DtXsNYRMMg/original/1666078187-Hati-Hati-Infeksi-Bakteri-Listeria-Ini-Gejalanya.jpg,https://www.klikdokter.com/obat/obat-antibiotik/amikacin
Aminefron,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini. "" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/tVVZmzOsnEuedE4z1cN85/original/049488800_1643857794-Mengenal_Fungsi_Lengkung_Henle_dalam_Anatomi_Ginjal.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/aminefron
Aminofluid,"utama dari Aminofluid, yakni elektrolit, glukosa, dan asam amino. Aminofluid diproduksi oleh PT Otsuka dan cara pemberiannya bukan melalui mulut, tapi pembuluh darah (parenteral).&nbsp;",", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminofluid
Aminofusin Hepar,"dalam Aminofusin Hepar digunakan sebagai nutrisi untuk pasien gangguan hati, seperti sirosis hati dan metastasis hati (penyebaran sel",", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/DmrY8YpRWUBWgzcurz_dy/original/1671523681-020337500_1578454840-Aminofusin_Hepar_Infus_500_mL_1.jpg,https://www.klikdokter.com/obat/obat-herbal/aminofusin-hepar
Aminofusin L-600,,", Dosis, dan Efek Samping"",""meta_description"":""Amiparen adalah cairan infus yang mengandung suplai asam amino pada pasien hipoproteinemia, malnutrisi, dan operasi. Ini manfaat, dosis, dan efek samping.\n"",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""amiparen adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminofusin-l-600
Aminofusin Paed,,", Dosis, dan Efek Samping"",""slug"":""-entrasoy-manfaat-dosis-dan-efek-samping"",""short_desc"":""Entrasoy adalah susu dari kacang hijau dan isolat kedelai untuk membantu memenuhi nutrisi pada pasien dewasa dengan malnutrisi, penurunan berat badan, atau intoleransi laktosa."",""url"":""susu-dan-nutrisi/-entras",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""slug"":""-entrasoy-manfaat-dosis-d",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/susu-dan-nutrisi/aminofusin-paed
Aminoleban,,", Dosis, dan Efek Samping"",""meta_description"":""Amiparen adalah cairan infus yang mengandung suplai asam amino pada pasien hipoproteinemia, malnutrisi, dan operasi. Ini manfaat, dosis, dan efek samping.\n"",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""amiparen adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminoleban
Aminophylline,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/yhg_EvaAVWuAVtlQY_PEt/original/039129400_1561711285-Benarkah-Asma-Bisa-Picu-Serangan-Jantung-By-Phat1978-Shutterstock.jpg,https://www.klikdokter.com/obat/obat-asma-dan-gangguan-pernapasan/aminophylline
Aminoral,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-saluran-kemih-dan-prostat/aminoral
Aminosteril,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminosteril
Aminosteril N-Hepa,,", Dosis, dan Efek Samping"",""meta_description"":""Amiparen adalah cairan infus yang mengandung suplai asam amino pada pasien hipoproteinemia, malnutrisi, dan operasi. Ini manfaat, dosis, dan efek samping.\n"",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""amiparen adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminosteril-n-hepa
Aminovel 600,,", Dosis, dan Efek Samping"",""meta_description"":""Amiparen adalah cairan infus yang mengandung suplai asam amino pada pasien hipoproteinemia, malnutrisi, dan operasi. Ini manfaat, dosis, dan efek samping.\n"",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""amiparen adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/nutrisi-parenteral/aminovel-600
Amiodarone,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/f_xcAvdxvV5wz5au7HQ8E/original/069438700_1611905985-tinnitus-pulsatile_-saat-anda-mendengar-detak-jantung-sendiri.jpg,https://www.klikdokter.com/obat/obat-jantung/amiodarone
Amiosin,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/amiosin
Amiparen,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/c4PSKQLMiKO8VWWMrRsje/original/002081600_1562234449-Kenali-Efek-Infus-Kromosom-bagi-Kesehatan-By-BlurryMe-Shutterstock.jpg,https://www.klikdokter.com/obat/nutrisi-parenteral/amiparen
Amitriptyline,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/GhuxdrBdjAY_oU6kSKEzn/original/1669724282-Amitriptyline.jpg,https://www.klikdokter.com/obat/obat-kesehatan-mental/amitriptyline
Amivask,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/amivask
Amlocor,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-hipertensi/amlocor
Amlodipine,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/zpYD42p8fs4cXAso15iJ6/original/78x6fdfsyp8fr13132hqb5xbr2gkkmaq.png,https://www.klikdokter.com/obat/obat-hipertensi/amlodipine
Amlogal,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-hipertensi/amlogal
Ammeltz Yoko Yoko,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/ammeltz-yoko-yoko
Amobarbital,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/2nAL-lVsd8QZNQsLY9Ej_/original/062803400_1647593508-pil-potassium-iodide-menangkal-radiasi-nuklir.jpg,https://www.klikdokter.com/obat/obat-kesehatan-mental/amobarbital
Amobiotic,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/DaMw4jzjRPST3vQ77b-jE/original/085412200_1533283354-Kulit-Sering-Gatal-Mungkinkan-Diabetes-Mellitus-By-NamtipStudio-Shutterstock.jpg,https://www.klikdokter.com/obat/obat-antibiotik/amobiotic
Amosir,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/amosir
Amosterra,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/rAII5LbehWz1Jjr92sVjp/original/080448000_1575030219-Amandel-Bengkak-Manfaatkan-5-Obat-Amandel-Alami-Ini-by-primagefactory-123rf-95465264_s-.jpg,https://www.klikdokter.com/obat/obat-antibiotik/amosterra
Amotrend,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/amotrend
Amovask,,", Dosis, dan Efek Samping"",""meta_description"":""Mediresix adalah obat yang mengandung furosemide untuk mengatasi hipertensi dan pembengkakan pada jaringan. Ini dosis minum, manfaat, dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""mediresix ada",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-hipertensi/amovask
Amoxicillin,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/DfeUnZTH6bEB9KosuvmV6/original/075057600_1656920374-Atasi_Gusi_Bengkak_dengan_Amoxicillin.jpg,https://www.klikdokter.com/obat/obat-antibiotik/amoxicillin
Amoxsan,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/2GXoUoB7pUGFhCDULE9AC/original/OBT0005273.jpg,https://www.klikdokter.com/obat/obat-antibiotik/amoxsan
Ampicillin,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/ampicillin
Amratas,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/amratas
Amtocort,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/2KgdKSwB5ympLZxliuJwH/original/1673258161-6%20Obat%20Radang%20Tenggorokan%20yang%20Ampuh.jpg,https://www.klikdokter.com/obat/obat-antiinflamasi/amtocort
Amvar,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/amvar
Anabion,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anabion
Anabion Plus,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anabion-plus
Anacetine,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/ow1l0PkgyDMXhoFQL4PUn/original/006694100_1646376367-Penyebab_Batuk_Tak_Kunjung_Sembuh_yang_Mesti_Diwaspadai.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anacetine
Anacetine Plus,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anacetine-plus
Anacof,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/anacof
Anadex,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anadex
Anadium,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/anadium
Anafen,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/anafen
Anakonidin,dari Anakonidin dapat terserap ke dalam ASI. Sebaiknya konsultasikan pada dokter jika akan mengonsumsi obat ini saat menyusui.,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/R7R4hHrKWK0N_9iKJ5kP8/original/044520400_1602155169-Bolehkah-Bayi-Konsumsi-Obat-Batuk-Berdahak-shutterstock_202768582.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anakonidin
Anakonidin Herbal,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/anakonidin-herbal
Anakonidin OBH,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anakonidin-obh
Analpim,,", Dosis, dan Efek Samping"",""slug"":""mefenamic-acid-manfaat-dosis-dan-efek-samping"",""short_desc"":""Mefenamic Acid adalah obat resep untuk meredakan nyeri, peradangan, dan demam pada anak, tersedia dalam bentuk obat oral."",""url"":""obat-antinyeri/mefenamic-acid-manfaat-dosis-dan-efek-samping"",""amp_url"":""""",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,demam; nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/analpim
Analsik,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/S_-3FcdniYgcV2NEJKyEZ/original/021379400_1582342678-Mengatasi-Nyeri-Lutut-Kronis-dengan-Radiofrequency-Ablation-shutterstock_1335106691.jpg,https://www.klikdokter.com/obat/obat-antiinflamasi/analsik
Analspec,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/analspec
Analtram,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/analtram
Anaprin,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Rhinos SR adalah obat untuk meredakan berbagai gejala terkait rhinitis alergi seperti bersin, hidung tersumbat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan manfaat lainnya disini."",""meta_robots_index"":""index"",""meta_robots_follow"":""fol",Konsultasikan dengan dokter,Flu & Pilek,,False,True,alergi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anaprin
Anaslim,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/anaslim
Anastan Forte,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/anastan-forte
Anaton,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/FNJv4YDQCmYcy7O1Ig5Vg/original/OBT0005300.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/anaton
Anatuk,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/anatuk
Anbacim,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/anbacim
Anbiolid,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/anbiolid
